トレード #,タイプ,シグナル,日時,価格,取引,利益 ¥,利益 %,累積利益 ¥,累積利益 %,最大可能利益 ¥,最大可能利益 %,ドローダウン ¥,ドローダウン %
22,ショートエントリー,MacdSE,2013-06-25,1246,100,-4700.00,-3.77,-6200.00,-0.16,2975.00,2.39,5150.00,4.13
22,ショートを決済,MacdLE,2013-07-01,1283,100,-4700.00,-3.77,-6200.00,-0.16,2975.00,2.39,5150.00,4.13
23,ロングエントリー,MacdLE,2013-07-01,1283,100,-3800.00,-2.96,-10000.00,-0.13,5700.00,4.44,3925.00,3.06
23,ロングを決済,MacdSE,2013-07-29,1255,100,-3800.00,-2.96,-10000.00,-0.13,5700.00,4.44,3925.00,3.06
24,ショートエントリー,MacdSE,2013-07-29,1255,100,-5000.00,-3.98,-15000.00,-0.17,2000.00,1.59,7500.00,5.98
24,ショートを決済,MacdLE,2013-08-07,1295,100,-5000.00,-3.98,-15000.00,-0.17,2000.00,1.59,7500.00,5.98
25,ロングエントリー,MacdLE,2013-08-07,1295,100,-3000.00,-2.32,-18000.00,-0.1,0,0,3000.00,2.32
25,ロングを決済,MacdSE,2013-08-08,1275,100,-3000.00,-2.32,-18000.00,-0.1,0,0,3000.00,2.32
26,ショートエントリー,MacdSE,2013-08-08,1275,100,-2000.00,-1.57,-20000.00,-0.07,2250.00,1.76,4250.00,3.33
26,ショートを決済,MacdLE,2013-08-15,1285,100,-2000.00,-1.57,-20000.00,-0.07,2250.00,1.76,4250.00,3.33
27,ロングエントリー,MacdLE,2013-08-15,1285,100,-4900.00,-3.81,-24900.00,-0.16,750.00,0.58,4500.00,3.5
27,ロングを決済,MacdSE,2013-08-19,1246,100,-4900.00,-3.81,-24900.00,-0.16,750.00,0.58,4500.00,3.5
28,ショートエントリー,MacdSE,2013-08-19,1246,100,-1400.00,-1.12,-26300.00,-0.05,1350.00,1.08,4650.00,3.73
28,ショートを決済,MacdLE,2013-08-28,1250,100,-1400.00,-1.12,-26300.00,-0.05,1350.00,1.08,4650.00,3.73
29,ロングエントリー,MacdLE,2013-08-28,1250,100,-1200.00,-0.96,-27500.00,-0.04,2000.00,1.6,875.00,0.7
29,ロングを決済,MacdSE,2013-09-02,1248,100,-1200.00,-0.96,-27500.00,-0.04,2000.00,1.6,875.00,0.7
30,ショートエントリー,MacdSE,2013-09-02,1248,100,-3500.00,-2.8,-31000.00,-0.12,0,0,4450.00,3.57
30,ショートを決済,MacdLE,2013-09-04,1273,100,-3500.00,-2.8,-31000.00,-0.12,0,0,4450.00,3.57
31,ロングエントリー,MacdLE,2013-09-04,1273,100,-500.00,-0.39,-31500.00,-0.02,7950.00,6.25,1050.00,0.82
31,ロングを決済,MacdSE,2013-09-30,1278,100,-500.00,-0.39,-31500.00,-0.02,7950.00,6.25,1050.00,0.82
32,ショートエントリー,MacdSE,2013-09-30,1278,100,-7000.00,-5.48,-38500.00,-0.24,2925.00,2.29,6500.00,5.09
32,ショートを決済,MacdLE,2013-10-15,1338,100,-7000.00,-5.48,-38500.00,-0.24,2925.00,2.29,6500.00,5.09
33,ロングエントリー,MacdLE,2013-10-15,1338,100,-7300.00,-5.46,-45800.00,-0.25,0,0,8050.00,6.02
33,ロングを決済,MacdSE,2013-10-28,1275,100,-7300.00,-5.46,-45800.00,-0.25,0,0,8050.00,6.02
34,ショートエントリー,MacdSE,2013-10-28,1275,100,-5300.00,-4.16,-51100.00,-0.18,2125.00,1.67,5750.00,4.51
34,ショートを決済,MacdLE,2013-11-12,1318,100,-5300.00,-4.16,-51100.00,-0.18,2125.00,1.67,5750.00,4.51
35,ロングエントリー,MacdLE,2013-11-12,1318,100,-3800.00,-2.88,-54900.00,-0.13,950.00,0.72,3800.00,2.88
35,ロングを決済,MacdSE,2013-11-25,1290,100,-3800.00,-2.88,-54900.00,-0.13,950.00,0.72,3800.00,2.88
36,ショートエントリー,MacdSE,2013-11-25,1290,100,-1500.00,-1.16,-56400.00,-0.05,2000.00,1.55,2000.00,1.55
36,ショートを決済,MacdLE,2013-12-11,1295,100,-1500.00,-1.16,-56400.00,-0.05,2000.00,1.55,2000.00,1.55
37,ロングエントリー,MacdLE,2013-12-11,1295,100,6500.00,5.02,-49900.00,0.22,17700.00,13.67,500.00,0.39
37,ロングを決済,MacdSE,2014-01-27,1370,100,6500.00,5.02,-49900.00,0.22,17700.00,13.67,500.00,0.39
38,ショートエントリー,MacdSE,2014-01-27,1370,100,-4500.00,-3.28,-54400.00,-0.15,8300.00,6.06,8300.00,6.06
38,ショートを決済,MacdLE,2014-02-14,1405,100,-4500.00,-3.28,-54400.00,-0.15,8300.00,6.06,8300.00,6.06
39,ロングエントリー,MacdLE,2014-02-14,1405,100,2400.00,1.71,-52000.00,0.08,9225.00,6.57,5725.00,4.07
39,ロングを決済,MacdSE,2014-03-18,1439,100,2400.00,1.71,-52000.00,0.08,9225.00,6.57,5725.00,4.07
40,ショートエントリー,MacdSE,2014-03-18,1439,100,8400.00,5.84,-43600.00,0.28,17125.00,11.9,675.00,0.47
40,ショートを決済,MacdLE,2014-04-21,1345,100,8400.00,5.84,-43600.00,0.28,17125.00,11.9,675.00,0.47
41,ロングエントリー,MacdLE,2014-04-21,1345,100,16300.00,12.12,-27300.00,0.55,22075.00,16.41,1750.00,1.3
41,ロングを決済,MacdSE,2014-06-11,1518,100,16300.00,12.12,-27300.00,0.55,22075.00,16.41,1750.00,1.3
42,ショートエントリー,MacdSE,2014-06-11,1518,100,-4800.00,-3.16,-32100.00,-0.16,0,0,6200.00,4.08
42,ショートを決済,MacdLE,2014-06-13,1556,100,-4800.00,-3.16,-32100.00,-0.16,0,0,6200.00,4.08
43,ロングエントリー,MacdLE,2014-06-13,1556,100,1000.00,0.64,-31100.00,0.03,2925.00,1.88,1075.00,0.69
43,ロングを決済,MacdSE,2014-06-19,1576,100,1000.00,0.64,-31100.00,0.03,2925.00,1.88,1075.00,0.69
44,ショートエントリー,MacdSE,2014-06-19,1576,100,-4400.00,-2.79,-35500.00,-0.15,0,0,4000.00,2.54
44,ショートを決済,MacdLE,2014-06-20,1610,100,-4400.00,-2.79,-35500.00,-0.15,0,0,4000.00,2.54
45,ロングエントリー,MacdLE,2014-06-20,1610,100,-5300.00,-3.29,-40800.00,-0.18,0,0,4800.00,2.98
